# file...... ../results/ochre_load_3.csv
# date...... Sat Mar  7 01:31:26 2026
# user...... deras
# host...... (null)
# target.... triplex_load 23
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,constant_power_12
2025-01-01 00:00:00 PST,+0+0j
2025-01-01 00:01:00 PST,+0+0j
2025-01-01 00:02:00 PST,+1853.75+0j
2025-01-01 00:03:00 PST,+1854.4+0j
2025-01-01 00:04:00 PST,+1855.02+0j
2025-01-01 00:05:00 PST,+1855.63+0j
2025-01-01 00:06:00 PST,+1856.21+0j
2025-01-01 00:07:00 PST,+1856.79+0j
2025-01-01 00:08:00 PST,+1857.34+0j
2025-01-01 00:09:00 PST,+1857.88+0j
2025-01-01 00:10:00 PST,+1858.41+0j
2025-01-01 00:11:00 PST,+1858.92+0j
2025-01-01 00:12:00 PST,+1859.42+0j
2025-01-01 00:13:00 PST,+1859.9+0j
2025-01-01 00:14:00 PST,+1860.37+0j
2025-01-01 00:15:00 PST,+1860.84+0j
2025-01-01 00:16:00 PST,+1861.29+0j
2025-01-01 00:17:00 PST,+1835.72+0j
2025-01-01 00:18:00 PST,+1836.13+0j
2025-01-01 00:19:00 PST,+1836.54+0j
2025-01-01 00:20:00 PST,+1836.93+0j
2025-01-01 00:21:00 PST,+1837.31+0j
2025-01-01 00:22:00 PST,+1837.69+0j
2025-01-01 00:23:00 PST,+1838.06+0j
2025-01-01 00:24:00 PST,+1838.41+0j
2025-01-01 00:25:00 PST,+1838.76+0j
2025-01-01 00:26:00 PST,+1839.11+0j
2025-01-01 00:27:00 PST,+1839.44+0j
2025-01-01 00:28:00 PST,+1839.77+0j
2025-01-01 00:29:00 PST,+1840.09+0j
2025-01-01 00:30:00 PST,+1840.41+0j
2025-01-01 00:31:00 PST,+1840.72+0j
2025-01-01 00:32:00 PST,+1841.02+0j
2025-01-01 00:33:00 PST,+1841.31+0j
2025-01-01 00:34:00 PST,+1841.6+0j
2025-01-01 00:35:00 PST,+1841.89+0j
2025-01-01 00:36:00 PST,+1842.17+0j
2025-01-01 00:37:00 PST,+1842.44+0j
2025-01-01 00:38:00 PST,+1842.71+0j
2025-01-01 00:39:00 PST,+1842.98+0j
2025-01-01 00:40:00 PST,+1843.23+0j
2025-01-01 00:41:00 PST,+1843.49+0j
2025-01-01 00:42:00 PST,+1843.74+0j
2025-01-01 00:43:00 PST,+1843.98+0j
2025-01-01 00:44:00 PST,+1844.22+0j
2025-01-01 00:45:00 PST,+1844.46+0j
2025-01-01 00:46:00 PST,+1844.69+0j
2025-01-01 00:47:00 PST,+1844.92+0j
2025-01-01 00:48:00 PST,+1845.15+0j
2025-01-01 00:49:00 PST,+1845.37+0j
2025-01-01 00:50:00 PST,+1845.59+0j
2025-01-01 00:51:00 PST,+1845.8+0j
2025-01-01 00:52:00 PST,+7346.08+0j
2025-01-01 00:53:00 PST,+7346.29+0j
2025-01-01 00:54:00 PST,+7346.49+0j
2025-01-01 00:55:00 PST,+7346.7+0j
2025-01-01 00:56:00 PST,+7346.9+0j
2025-01-01 00:57:00 PST,+7347.09+0j
2025-01-01 00:58:00 PST,+7347.28+0j
2025-01-01 00:59:00 PST,+7347.48+0j
2025-01-01 01:00:00 PST,+7347.66+0j
2025-01-01 01:01:00 PST,+5978.31+0j
2025-01-01 01:02:00 PST,+5960.6+0j
2025-01-01 01:03:00 PST,+460.534+0j
2025-01-01 01:04:00 PST,+460.534+0j
2025-01-01 01:05:00 PST,+460.534+0j
2025-01-01 01:06:00 PST,+460.534+0j
2025-01-01 01:07:00 PST,+460.534+0j
2025-01-01 01:08:00 PST,+460.534+0j
2025-01-01 01:09:00 PST,+460.534+0j
2025-01-01 01:10:00 PST,+460.534+0j
2025-01-01 01:11:00 PST,+460.534+0j
2025-01-01 01:12:00 PST,+460.534+0j
2025-01-01 01:13:00 PST,+460.534+0j
2025-01-01 01:14:00 PST,+460.534+0j
2025-01-01 01:15:00 PST,+460.534+0j
2025-01-01 01:16:00 PST,+460.534+0j
2025-01-01 01:17:00 PST,+5657.07+0j
2025-01-01 01:18:00 PST,+5657.07+0j
2025-01-01 01:19:00 PST,+5657.07+0j
2025-01-01 01:20:00 PST,+5657.07+0j
2025-01-01 01:21:00 PST,+5657.07+0j
2025-01-01 01:22:00 PST,+5657.07+0j
2025-01-01 01:23:00 PST,+5657.07+0j
2025-01-01 01:24:00 PST,+5657.07+0j
2025-01-01 01:25:00 PST,+5657.07+0j
2025-01-01 01:26:00 PST,+5657.07+0j
2025-01-01 01:27:00 PST,+5657.07+0j
2025-01-01 01:28:00 PST,+5657.07+0j
2025-01-01 01:29:00 PST,+5657.07+0j
2025-01-01 01:30:00 PST,+5657.07+0j
2025-01-01 01:31:00 PST,+5657.07+0j
2025-01-01 01:32:00 PST,+5532.79+0j
2025-01-01 01:33:00 PST,+6863.27+0j
2025-01-01 01:34:00 PST,+6864.43+0j
2025-01-01 01:35:00 PST,+6865.55+0j
2025-01-01 01:36:00 PST,+6866.65+0j
2025-01-01 01:37:00 PST,+6867.71+0j
2025-01-01 01:38:00 PST,+6868.74+0j
2025-01-01 01:39:00 PST,+6869.74+0j
2025-01-01 01:40:00 PST,+6870.71+0j
2025-01-01 01:41:00 PST,+6871.66+0j
2025-01-01 01:42:00 PST,+6872.58+0j
2025-01-01 01:43:00 PST,+6873.48+0j
2025-01-01 01:44:00 PST,+6874.36+0j
2025-01-01 01:45:00 PST,+6875.21+0j
2025-01-01 01:46:00 PST,+6876.04+0j
2025-01-01 01:47:00 PST,+6876.85+0j
2025-01-01 01:48:00 PST,+6877.64+0j
2025-01-01 01:49:00 PST,+6878.4+0j
2025-01-01 01:50:00 PST,+6879.16+0j
2025-01-01 01:51:00 PST,+6879.89+0j
2025-01-01 01:52:00 PST,+6880.6+0j
2025-01-01 01:53:00 PST,+6881.3+0j
2025-01-01 01:54:00 PST,+6881.99+0j
2025-01-01 01:55:00 PST,+6882.65+0j
2025-01-01 01:56:00 PST,+6883.3+0j
2025-01-01 01:57:00 PST,+6883.94+0j
2025-01-01 01:58:00 PST,+6884.57+0j
2025-01-01 01:59:00 PST,+6885.18+0j
2025-01-01 02:00:00 PST,+6885.77+0j
2025-01-01 02:01:00 PST,+6886.36+0j
2025-01-01 02:02:00 PST,+6878.27+0j
2025-01-01 02:03:00 PST,+6878.82+0j
2025-01-01 02:04:00 PST,+5524.12+0j
2025-01-01 02:05:00 PST,+5524.12+0j
2025-01-01 02:06:00 PST,+5524.12+0j
2025-01-01 02:07:00 PST,+5524.12+0j
2025-01-01 02:08:00 PST,+5524.12+0j
2025-01-01 02:09:00 PST,+5524.12+0j
2025-01-01 02:10:00 PST,+5524.12+0j
2025-01-01 02:11:00 PST,+5524.12+0j
2025-01-01 02:12:00 PST,+5524.12+0j
2025-01-01 02:13:00 PST,+5524.12+0j
2025-01-01 02:14:00 PST,+5524.12+0j
2025-01-01 02:15:00 PST,+5524.12+0j
2025-01-01 02:16:00 PST,+5524.12+0j
2025-01-01 02:17:00 PST,+5519.3+0j
2025-01-01 02:18:00 PST,+5519.3+0j
2025-01-01 02:19:00 PST,+5519.3+0j
2025-01-01 02:20:00 PST,+5519.3+0j
2025-01-01 02:21:00 PST,+5519.3+0j
